Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"LGA (UR) by OCCP - 2 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default summation","Persons Place of Usual Residence"

"Counting","LGA (UR)","OCCP - 2 Digit Level","Count",
"Persons Place of Usual Residence","McKinlay (S)","Clerical and Office Support Workers",3
"Persons Place of Usual Residence","McKinlay (S)","Other Clerical and Administrative Workers",6
"Persons Place of Usual Residence","McKinlay (S)","Sales Workers, nfd",0
"Persons Place of Usual Residence","McKinlay (S)","Sales Representatives and Agents",8
"Persons Place of Usual Residence","McKinlay (S)","Sales Assistants and Salespersons",12
"Persons Place of Usual Residence","McKinlay (S)","Sales Support Workers",0
"Persons Place of Usual Residence","McKinlay (S)","Machinery Operators and Drivers, nfd",3
"Persons Place of Usual Residence","McKinlay (S)","Machine and Stationary Plant Operators",18
"Persons Place of Usual Residence","McKinlay (S)","Mobile Plant Operators",20
"Persons Place of Usual Residence","McKinlay (S)","Road and Rail Drivers",9
"Persons Place of Usual Residence","McKinlay (S)","Storepersons",3
"Persons Place of Usual Residence","McKinlay (S)","Labourers, nfd",4
"Persons Place of Usual Residence","McKinlay (S)","Cleaners and Laundry Workers",19
"Persons Place of Usual Residence","McKinlay (S)","Construction and Mining Labourers",11
"Persons Place of Usual Residence","McKinlay (S)","Factory Process Workers",0
"Persons Place of Usual Residence","McKinlay (S)","Farm, Forestry and Garden Workers",50
"Persons Place of Usual Residence","McKinlay (S)","Food Preparation Assistants",0
"Persons Place of Usual Residence","McKinlay (S)","Other Labourers",5
"Persons Place of Usual Residence","McKinlay (S)","Sports and Personal Service Workers",3
"Persons Place of Usual Residence","McKinlay (S)","Total",480
"Persons Place of Usual Residence","Mackay (R)","Managers, nfd",142
"Persons Place of Usual Residence","Mackay (R)","Chief Executives, General Managers and Legislators",349
"Persons Place of Usual Residence","Mackay (R)","Farmers and Farm Managers",1117
"Persons Place of Usual Residence","Mackay (R)","Specialist Managers",2058
"Persons Place of Usual Residence","Mackay (R)","Hospitality, Retail and Service Managers",1867
"Persons Place of Usual Residence","Mackay (R)","Professionals, nfd",33
"Persons Place of Usual Residence","Mackay (R)","Arts and Media Professionals",150
"Persons Place of Usual Residence","Mackay (R)","Business, Human Resource and Marketing Professionals",1469
"Persons Place of Usual Residence","Mackay (R)","Design, Engineering, Science and Transport Professionals",1094
"Persons Place of Usual Residence","Mackay (R)","Education Professionals",2038
"Persons Place of Usual Residence","Mackay (R)","Health Professionals",2071
"Persons Place of Usual Residence","Mackay (R)","ICT Professionals",142
"Persons Place of Usual Residence","Mackay (R)","Legal, Social and Welfare Professionals",543
"Persons Place of Usual Residence","Mackay (R)","Technicians and Trades Workers, nfd",106
"Persons Place of Usual Residence","Mackay (R)","Engineering, ICT and Science Technicians",1439
"Persons Place of Usual Residence","Mackay (R)","Automotive and Engineering Trades Workers",4622
"Persons Place of Usual Residence","Mackay (R)","Construction Trades Workers",1078
"Persons Place of Usual Residence","Mackay (R)","Electrotechnology and Telecommunications Trades Workers",1590
"Persons Place of Usual Residence","Mackay (R)","Food Trades Workers",654
"Persons Place of Usual Residence","Mackay (R)","Skilled Animal and Horticultural Workers",375
"Persons Place of Usual Residence","Mackay (R)","Other Technicians and Trades Workers",672
"Persons Place of Usual Residence","Mackay (R)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Mackay (R)","Health and Welfare Support Workers",544
"Persons Place of Usual Residence","Mackay (R)","Carers and Aides",2185
"Persons Place of Usual Residence","Mackay (R)","Hospitality Workers",925
"Persons Place of Usual Residence","Mackay (R)","Protective Service Workers",486
"Persons Place of Usual Residence","Mackay (R)","Clerical and Administrative Workers, nfd",9
"Persons Place of Usual Residence","Mackay (R)","Office Managers and Program Administrators",1163
"Persons Place of Usual Residence","Mackay (R)","Personal Assistants and Secretaries",314
"Persons Place of Usual Residence","Mackay (R)","General Clerical Workers",1411
"Persons Place of Usual Residence","Mackay (R)","Inquiry Clerks and Receptionists",967
"Persons Place of Usual Residence","Mackay (R)","Numerical Clerks",1267
"Persons Place of Usual Residence","Mackay (R)","Clerical and Office Support Workers",361
"Persons Place of Usual Residence","Mackay (R)","Other Clerical and Administrative Workers",846
"Persons Place of Usual Residence","Mackay (R)","Sales Workers, nfd",6
"Persons Place of Usual Residence","Mackay (R)","Sales Representatives and Agents",601
"Persons Place of Usual Residence","Mackay (R)","Sales Assistants and Salespersons",3519
"Persons Place of Usual Residence","Mackay (R)","Sales Support Workers",753
"Persons Place of Usual Residence","Mackay (R)","Machinery Operators and Drivers, nfd",159
"Persons Place of Usual Residence","Mackay (R)","Machine and Stationary Plant Operators",2820
"Persons Place of Usual Residence","Mackay (R)","Mobile Plant Operators",839
"Persons Place of Usual Residence","Mackay (R)","Road and Rail Drivers",2451
"Persons Place of Usual Residence","Mackay (R)","Storepersons",531
"Persons Place of Usual Residence","Mackay (R)","Labourers, nfd",180
"Persons Place of Usual Residence","Mackay (R)","Cleaners and Laundry Workers",1468
"Persons Place of Usual Residence","Mackay (R)","Construction and Mining Labourers",863
"Persons Place of Usual Residence","Mackay (R)","Factory Process Workers",643
"Persons Place of Usual Residence","Mackay (R)","Farm, Forestry and Garden Workers",446
"Persons Place of Usual Residence","Mackay (R)","Food Preparation Assistants",767
"Persons Place of Usual Residence","Mackay (R)","Other Labourers",1201
"Persons Place of Usual Residence","Mackay (R)","Sports and Personal Service Workers",529
"Persons Place of Usual Residence","Mackay (R)","Total",51836
"Persons Place of Usual Residence","Longreach (R)","Managers, nfd",4
"Persons Place of Usual Residence","Longreach (R)","Chief Executives, General Managers and Legislators",19
"Persons Place of Usual Residence","Longreach (R)","Farmers and Farm Managers",181
"Persons Place of Usual Residence","Longreach (R)","Specialist Managers",77
"Persons Place of Usual Residence","Longreach (R)","Hospitality, Retail and Service Managers",90
"Persons Place of Usual Residence","Longreach (R)","Professionals, nfd",0
"Persons Place of Usual Residence","Longreach (R)","Arts and Media Professionals",13
"Persons Place of Usual Residence","Longreach (R)","Business, Human Resource and Marketing Professionals",47
"Persons Place of Usual Residence","Longreach (R)","Design, Engineering, Science and Transport Professionals",27
"Persons Place of Usual Residence","Longreach (R)","Education Professionals",90
"Persons Place of Usual Residence","Longreach (R)","Health Professionals",98
"Persons Place of Usual Residence","Longreach (R)","ICT Professionals",5
"Persons Place of Usual Residence","Longreach (R)","Legal, Social and Welfare Professionals",20
"Persons Place of Usual Residence","Longreach (R)","Technicians and Trades Workers, nfd",0
"Persons Place of Usual Residence","Longreach (R)","Engineering, ICT and Science Technicians",15
"Persons Place of Usual Residence","Longreach (R)","Automotive and Engineering Trades Workers",85
"Persons Place of Usual Residence","Longreach (R)","Construction Trades Workers",40
"Persons Place of Usual Residence","Longreach (R)","Electrotechnology and Telecommunications Trades Workers",31
"Persons Place of Usual Residence","Longreach (R)","Food Trades Workers",39
"Persons Place of Usual Residence","Longreach (R)","Skilled Animal and Horticultural Workers",25
"Persons Place of Usual Residence","Longreach (R)","Other Technicians and Trades Workers",14
"Persons Place of Usual Residence","Longreach (R)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Longreach (R)","Health and Welfare Support Workers",25
"Persons Place of Usual Residence","Longreach (R)","Carers and Aides",88
"Persons Place of Usual Residence","Longreach (R)","Hospitality Workers",39
"Persons Place of Usual Residence","Longreach (R)","Protective Service Workers",30
"Persons Place of Usual Residence","Longreach (R)","Clerical and Administrative Workers, nfd",0
"Persons Place of Usual Residence","Longreach (R)","Office Managers and Program Administrators",47
"Persons Place of Usual Residence","Longreach (R)","Personal Assistants and Secretaries",12
"Persons Place of Usual Residence","Longreach (R)","General Clerical Workers",53
"Persons Place of Usual Residence","Longreach (R)","Inquiry Clerks and Receptionists",35
"Persons Place of Usual Residence","Longreach (R)","Numerical Clerks",40
"Persons Place of Usual Residence","Longreach (R)","Clerical and Office Support Workers",12
"Persons Place of Usual Residence","Longreach (R)","Other Clerical and Administrative Workers",34
"Persons Place of Usual Residence","Longreach (R)","Sales Workers, nfd",0
"Persons Place of Usual Residence","Longreach (R)","Sales Representatives and Agents",14
"Persons Place of Usual Residence","Longreach (R)","Sales Assistants and Salespersons",109
"Persons Place of Usual Residence","Longreach (R)","Sales Support Workers",28
"Persons Place of Usual Residence","Longreach (R)","Machinery Operators and Drivers, nfd",4
"Persons Place of Usual Residence","Longreach (R)","Machine and Stationary Plant Operators",27
"Persons Place of Usual Residence","Longreach (R)","Mobile Plant Operators",38
"Persons Place of Usual Residence","Longreach (R)","Road and Rail Drivers",47
"Persons Place of Usual Residence","Longreach (R)","Storepersons",9
"Persons Place of Usual Residence","Longreach (R)","Labourers, nfd",7
"Persons Place of Usual Residence","Longreach (R)","Cleaners and Laundry Workers",64
"Persons Place of Usual Residence","Longreach (R)","Construction and Mining Labourers",40
"Persons Place of Usual Residence","Longreach (R)","Factory Process Workers",8
"Persons Place of Usual Residence","Longreach (R)","Farm, Forestry and Garden Workers",77
"Persons Place of Usual Residence","Longreach (R)","Food Preparation Assistants",24
"Persons Place of Usual Residence","Longreach (R)","Other Labourers",34
"Persons Place of Usual Residence","Longreach (R)","Sports and Personal Service Workers",31
"Persons Place of Usual Residence","Longreach (R)","Total",1899
"Persons Place of Usual Residence","Logan (C)","Managers, nfd",373
"Persons Place of Usual Residence","Logan (C)","Chief Executives, General Managers and Legislators",745
"Persons Place of Usual Residence","Logan (C)","Farmers and Farm Managers",309
"Persons Place of Usual Residence","Logan (C)","Specialist Managers",6180
"Persons Place of Usual Residence","Logan (C)","Hospitality, Retail and Service Managers",4522
"Persons Place of Usual Residence","Logan (C)","Professionals, nfd",218
"Persons Place of Usual Residence","Logan (C)","Arts and Media Professionals",508
"Persons Place of Usual Residence","Logan (C)","Business, Human Resource and Marketing Professionals",4047
"Persons Place of Usual Residence","Logan (C)","Design, Engineering, Science and Transport Professionals",1898
"Persons Place of Usual Residence","Logan (C)","Education Professionals",4292
"Persons Place of Usual Residence","Logan (C)","Health Professionals",3760
"Persons Place of Usual Residence","Logan (C)","ICT Professionals",1423
"Persons Place of Usual Residence","Logan (C)","Legal, Social and Welfare Professionals",1259
"Persons Place of Usual Residence","Logan (C)","Technicians and Trades Workers, nfd",279
"Persons Place of Usual Residence","Logan (C)","Engineering, ICT and Science Technicians",2662
"Persons Place of Usual Residence","Logan (C)","Automotive and Engineering Trades Workers",5294
"Persons Place of Usual Residence","Logan (C)","Construction Trades Workers",5502
"Persons Place of Usual Residence","Logan (C)","Electrotechnology and Telecommunications Trades Workers",2765
"Persons Place of Usual Residence","Logan (C)","Food Trades Workers",1569
"Persons Place of Usual Residence","Logan (C)","Skilled Animal and Horticultural Workers",1254
"Persons Place of Usual Residence","Logan (C)","Other Technicians and Trades Workers",2192
"Persons Place of Usual Residence","Logan (C)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Logan (C)","Health and Welfare Support Workers",1378
"Persons Place of Usual Residence","Logan (C)","Carers and Aides",7732
"Persons Place of Usual Residence","Logan (C)","Hospitality Workers",2007
"Persons Place of Usual Residence","Logan (C)","Protective Service Workers",1700
"Persons Place of Usual Residence","Logan (C)","Clerical and Administrative Workers, nfd",44
"Persons Place of Usual Residence","Logan (C)","Office Managers and Program Administrators",2991
"Persons Place of Usual Residence","Logan (C)","Personal Assistants and Secretaries",975
"Persons Place of Usual Residence","Logan (C)","General Clerical Workers",3884
"Persons Place of Usual Residence","Logan (C)","Inquiry Clerks and Receptionists",3256
"Persons Place of Usual Residence","Logan (C)","Numerical Clerks",4118
"Persons Place of Usual Residence","Logan (C)","Clerical and Office Support Workers",1215
"Persons Place of Usual Residence","Logan (C)","Other Clerical and Administrative Workers",3233
"Persons Place of Usual Residence","Logan (C)","Sales Workers, nfd",30
"Persons Place of Usual Residence","Logan (C)","Sales Representatives and Agents",2288
"Persons Place of Usual Residence","Logan (C)","Sales Assistants and Salespersons",8445
"Persons Place of Usual Residence","Logan (C)","Sales Support Workers",2072
"Persons Place of Usual Residence","Logan (C)","Machinery Operators and Drivers, nfd",191
"Persons Place of Usual Residence","Logan (C)","Machine and Stationary Plant Operators",2593
"Persons Place of Usual Residence","Logan (C)","Mobile Plant Operators",2481
"Persons Place of Usual Residence","Logan (C)","Road and Rail Drivers",5973
"Persons Place of Usual Residence","Logan (C)","Storepersons",3345
"Persons Place of Usual Residence","Logan (C)","Labourers, nfd",620
"Persons Place of Usual Residence","Logan (C)","Cleaners and Laundry Workers",3507
"Persons Place of Usual Residence","Logan (C)","Construction and Mining Labourers",3065
"Persons Place of Usual Residence","Logan (C)","Factory Process Workers",4100
"Persons Place of Usual Residence","Logan (C)","Farm, Forestry and Garden Workers",918
"Persons Place of Usual Residence","Logan (C)","Food Preparation Assistants",1821
"Persons Place of Usual Residence","Logan (C)","Other Labourers",2971
"Persons Place of Usual Residence","Logan (C)","Sports and Personal Service Workers",1472
"Persons Place of Usual Residence","Logan (C)","Total",129536
"Persons Place of Usual Residence","Lockyer Valley (R)","Managers, nfd",25
"Persons Place of Usual Residence","Lockyer Valley (R)","Chief Executives, General Managers and Legislators",81
"Persons Place of Usual Residence","Lockyer Valley (R)","Farmers and Farm Managers",790
"Persons Place of Usual Residence","Lockyer Valley (R)","Specialist Managers",585
"Persons Place of Usual Residence","Lockyer Valley (R)","Hospitality, Retail and Service Managers",523
"Persons Place of Usual Residence","Lockyer Valley (R)","Professionals, nfd",22
"Persons Place of Usual Residence","Lockyer Valley (R)","Arts and Media Professionals",46
"Persons Place of Usual Residence","Lockyer Valley (R)","Business, Human Resource and Marketing Professionals",358
"Persons Place of Usual Residence","Lockyer Valley (R)","Design, Engineering, Science and Transport Professionals",235
"Persons Place of Usual Residence","Lockyer Valley (R)","Education Professionals",553
"Persons Place of Usual Residence","Lockyer Valley (R)","Health Professionals",458
"Persons Place of Usual Residence","Lockyer Valley (R)","ICT Professionals",55
"Persons Place of Usual Residence","Lockyer Valley (R)","Legal, Social and Welfare Professionals",120
"Persons Place of Usual Residence","Lockyer Valley (R)","Technicians and Trades Workers, nfd",23
"Persons Place of Usual Residence","Lockyer Valley (R)","Engineering, ICT and Science Technicians",259
"Persons Place of Usual Residence","Lockyer Valley (R)","Automotive and Engineering Trades Workers",722
"Persons Place of Usual Residence","Lockyer Valley (R)","Construction Trades Workers",444
"Persons Place of Usual Residence","Lockyer Valley (R)","Electrotechnology and Telecommunications Trades Workers",254
"Persons Place of Usual Residence","Lockyer Valley (R)","Food Trades Workers",198
"Persons Place of Usual Residence","Lockyer Valley (R)","Skilled Animal and Horticultural Workers",263
"Persons Place of Usual Residence","Lockyer Valley (R)","Other Technicians and Trades Workers",198
"Persons Place of Usual Residence","Lockyer Valley (R)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Lockyer Valley (R)","Health and Welfare Support Workers",202
"Persons Place of Usual Residence","Lockyer Valley (R)","Carers and Aides",833
"Persons Place of Usual Residence","Lockyer Valley (R)","Hospitality Workers",254
"Persons Place of Usual Residence","Lockyer Valley (R)","Protective Service Workers",213
"Persons Place of Usual Residence","Lockyer Valley (R)","Clerical and Administrative Workers, nfd",8
"Persons Place of Usual Residence","Lockyer Valley (R)","Office Managers and Program Administrators",290
"Persons Place of Usual Residence","Lockyer Valley (R)","Personal Assistants and Secretaries",105
"Persons Place of Usual Residence","Lockyer Valley (R)","General Clerical Workers",394
"Persons Place of Usual Residence","Lockyer Valley (R)","Inquiry Clerks and Receptionists",280
"Persons Place of Usual Residence","Lockyer Valley (R)","Numerical Clerks",371
"Persons Place of Usual Residence","Lockyer Valley (R)","Clerical and Office Support Workers",141
"Persons Place of Usual Residence","Lockyer Valley (R)","Other Clerical and Administrative Workers",236
"Persons Place of Usual Residence","Lockyer Valley (R)","Sales Workers, nfd",5
"Persons Place of Usual Residence","Lockyer Valley (R)","Sales Representatives and Agents",196
"Persons Place of Usual Residence","Lockyer Valley (R)","Sales Assistants and Salespersons",964
"Persons Place of Usual Residence","Lockyer Valley (R)","Sales Support Workers",173
"Persons Place of Usual Residence","Lockyer Valley (R)","Machinery Operators and Drivers, nfd",30
"Persons Place of Usual Residence","Lockyer Valley (R)","Machine and Stationary Plant Operators",273
"Persons Place of Usual Residence","Lockyer Valley (R)","Mobile Plant Operators",387
"Persons Place of Usual Residence","Lockyer Valley (R)","Road and Rail Drivers",830
"Persons Place of Usual Residence","Lockyer Valley (R)","Storepersons",101
"Persons Place of Usual Residence","Lockyer Valley (R)","Labourers, nfd",72
"Persons Place of Usual Residence","Lockyer Valley (R)","Cleaners and Laundry Workers",410
"Persons Place of Usual Residence","Lockyer Valley (R)","Construction and Mining Labourers",288
"Persons Place of Usual Residence","Lockyer Valley (R)","Factory Process Workers",736
"Persons Place of Usual Residence","Lockyer Valley (R)","Farm, Forestry and Garden Workers",813
"Persons Place of Usual Residence","Lockyer Valley (R)","Food Preparation Assistants",227
"Persons Place of Usual Residence","Lockyer Valley (R)","Other Labourers",305
"Persons Place of Usual Residence","Lockyer Valley (R)","Sports and Personal Service Workers",168
"Persons Place of Usual Residence","Lockyer Valley (R)","Total",15516
"Persons Place of Usual Residence","Lockhart River (S)","Managers, nfd",0
"Persons Place of Usual Residence","Lockhart River (S)","Chief Executives, General Managers and Legislators",4
"Persons Place of Usual Residence","Lockhart River (S)","Farmers and Farm Managers",0
"Persons Place of Usual Residence","Lockhart River (S)","Specialist Managers",3
"Persons Place of Usual Residence","Lockhart River (S)","Hospitality, Retail and Service Managers",4
"Persons Place of Usual Residence","Lockhart River (S)","Professionals, nfd",0
"Persons Place of Usual Residence","Lockhart River (S)","Arts and Media Professionals",4
"Persons Place of Usual Residence","Lockhart River (S)","Business, Human Resource and Marketing Professionals",0
"Persons Place of Usual Residence","Lockhart River (S)","Design, Engineering, Science and Transport Professionals",4
"Persons Place of Usual Residence","Lockhart River (S)","Education Professionals",17
"Persons Place of Usual Residence","Lockhart River (S)","Health Professionals",3
"Persons Place of Usual Residence","Lockhart River (S)","ICT Professionals",0
"Persons Place of Usual Residence","Lockhart River (S)","Legal, Social and Welfare Professionals",3
"Persons Place of Usual Residence","Lockhart River (S)","Technicians and Trades Workers, nfd",0
"Persons Place of Usual Residence","Lockhart River (S)","Engineering, ICT and Science Technicians",0
"Persons Place of Usual Residence","Lockhart River (S)","Automotive and Engineering Trades Workers",4
"Persons Place of Usual Residence","Lockhart River (S)","Construction Trades Workers",7
"Persons Place of Usual Residence","Lockhart River (S)","Electrotechnology and Telecommunications Trades Workers",0
"Persons Place of Usual Residence","Lockhart River (S)","Food Trades Workers",3
"Persons Place of Usual Residence","Lockhart River (S)","Skilled Animal and Horticultural Workers",4
"Persons Place of Usual Residence","Lockhart River (S)","Other Technicians and Trades Workers",0
"Persons Place of Usual Residence","Lockhart River (S)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Lockhart River (S)","Health and Welfare Support Workers",5
"Persons Place of Usual Residence","Lockhart River (S)","Carers and Aides",33
"Persons Place of Usual Residence","Lockhart River (S)","Hospitality Workers",0
"Persons Place of Usual Residence","Lockhart River (S)","Protective Service Workers",3
"Persons Place of Usual Residence","Lockhart River (S)","Clerical and Administrative Workers, nfd",0
"Persons Place of Usual Residence","Lockhart River (S)","Office Managers and Program Administrators",4
"Persons Place of Usual Residence","Lockhart River (S)","Personal Assistants and Secretaries",0
"Persons Place of Usual Residence","Lockhart River (S)","General Clerical Workers",0
"Persons Place of Usual Residence","Lockhart River (S)","Inquiry Clerks and Receptionists",5
"Persons Place of Usual Residence","Lockhart River (S)","Numerical Clerks",0
"Persons Place of Usual Residence","Lockhart River (S)","Clerical and Office Support Workers",0
"Persons Place of Usual Residence","Lockhart River (S)","Other Clerical and Administrative Workers",4
"Persons Place of Usual Residence","Lockhart River (S)","Sales Workers, nfd",0
"Persons Place of Usual Residence","Lockhart River (S)","Sales Representatives and Agents",0
"Persons Place of Usual Residence","Lockhart River (S)","Sales Assistants and Salespersons",3
"Persons Place of Usual Residence","Lockhart River (S)","Sales Support Workers",0
"Persons Place of Usual Residence","Lockhart River (S)","Machinery Operators and Drivers, nfd",0
"Persons Place of Usual Residence","Lockhart River (S)","Machine and Stationary Plant Operators",0
"Persons Place of Usual Residence","Lockhart River (S)","Mobile Plant Operators",0
"Persons Place of Usual Residence","Lockhart River (S)","Road and Rail Drivers",3
"Persons Place of Usual Residence","Lockhart River (S)","Storepersons",0
"Persons Place of Usual Residence","Lockhart River (S)","Labourers, nfd",11
"Persons Place of Usual Residence","Lockhart River (S)","Cleaners and Laundry Workers",6
"Persons Place of Usual Residence","Lockhart River (S)","Construction and Mining Labourers",11
"Persons Place of Usual Residence","Lockhart River (S)","Factory Process Workers",0
"Persons Place of Usual Residence","Lockhart River (S)","Farm, Forestry and Garden Workers",4
"Persons Place of Usual Residence","Lockhart River (S)","Food Preparation Assistants",0
"Persons Place of Usual Residence","Lockhart River (S)","Other Labourers",8
"Persons Place of Usual Residence","Lockhart River (S)","Sports and Personal Service Workers",0
"Persons Place of Usual Residence","Lockhart River (S)","Total",169
"Persons Place of Usual Residence","Livingstone (S)","Managers, nfd",40
"Persons Place of Usual Residence","Livingstone (S)","Chief Executives, General Managers and Legislators",94
"Persons Place of Usual Residence","Livingstone (S)","Farmers and Farm Managers",348
"Persons Place of Usual Residence","Livingstone (S)","Specialist Managers",708
"Persons Place of Usual Residence","Livingstone (S)","Hospitality, Retail and Service Managers",622
"Persons Place of Usual Residence","Livingstone (S)","Professionals, nfd",21
"Persons Place of Usual Residence","Livingstone (S)","Arts and Media Professionals",44
"Persons Place of Usual Residence","Livingstone (S)","Business, Human Resource and Marketing Professionals",354
"Persons Place of Usual Residence","Livingstone (S)","Design, Engineering, Science and Transport Professionals",292
"Persons Place of Usual Residence","Livingstone (S)","Education Professionals",829
"Persons Place of Usual Residence","Livingstone (S)","Health Professionals",625
"Persons Place of Usual Residence","Livingstone (S)","ICT Professionals",58
"Persons Place of Usual Residence","Livingstone (S)","Legal, Social and Welfare Professionals",160
"Persons Place of Usual Residence","Livingstone (S)","Technicians and Trades Workers, nfd",17
"Persons Place of Usual Residence","Livingstone (S)","Engineering, ICT and Science Technicians",393
"Persons Place of Usual Residence","Livingstone (S)","Automotive and Engineering Trades Workers",796
"Persons Place of Usual Residence","Livingstone (S)","Construction Trades Workers",515
"Persons Place of Usual Residence","Livingstone (S)","Electrotechnology and Telecommunications Trades Workers",452
"Persons Place of Usual Residence","Livingstone (S)","Food Trades Workers",208
"Persons Place of Usual Residence","Livingstone (S)","Skilled Animal and Horticultural Workers",179
"Persons Place of Usual Residence","Livingstone (S)","Other Technicians and Trades Workers",241
"Persons Place of Usual Residence","Livingstone (S)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Livingstone (S)","Health and Welfare Support Workers",242
"Persons Place of Usual Residence","Livingstone (S)","Carers and Aides",747
"Persons Place of Usual Residence","Livingstone (S)","Hospitality Workers",361
"Persons Place of Usual Residence","Livingstone (S)","Protective Service Workers",212
"Persons Place of Usual Residence","Livingstone (S)","Clerical and Administrative Workers, nfd",9
"Persons Place of Usual Residence","Livingstone (S)","Office Managers and Program Administrators",355
"Persons Place of Usual Residence","Livingstone (S)","Personal Assistants and Secretaries",119
"Persons Place of Usual Residence","Livingstone (S)","General Clerical Workers",397
"Persons Place of Usual Residence","Livingstone (S)","Inquiry Clerks and Receptionists",332
"Persons Place of Usual Residence","Livingstone (S)","Numerical Clerks",391
"Persons Place of Usual Residence","Livingstone (S)","Clerical and Office Support Workers",99
"Persons Place of Usual Residence","Livingstone (S)","Other Clerical and Administrative Workers",242
"Persons Place of Usual Residence","Livingstone (S)","Sales Workers, nfd",0
"Persons Place of Usual Residence","Livingstone (S)","Sales Representatives and Agents",198
"Persons Place of Usual Residence","Livingstone (S)","Sales Assistants and Salespersons",1003
"Persons Place of Usual Residence","Livingstone (S)","Sales Support Workers",193
"Persons Place of Usual Residence","Livingstone (S)","Machinery Operators and Drivers, nfd",39
"Persons Place of Usual Residence","Livingstone (S)","Machine and Stationary Plant Operators",790
"Persons Place of Usual Residence","Livingstone (S)","Mobile Plant Operators",193
"Persons Place of Usual Residence","Livingstone (S)","Road and Rail Drivers",484
"Persons Place of Usual Residence","Livingstone (S)","Storepersons",68
"Persons Place of Usual Residence","Livingstone (S)","Labourers, nfd",66
"Persons Place of Usual Residence","Livingstone (S)","Cleaners and Laundry Workers",370
"Persons Place of Usual Residence","Livingstone (S)","Construction and Mining Labourers",224
"Persons Place of Usual Residence","Livingstone (S)","Factory Process Workers",109
"Persons Place of Usual Residence","Livingstone (S)","Farm, Forestry and Garden Workers",210
"Persons Place of Usual Residence","Livingstone (S)","Food Preparation Assistants",207
"Persons Place of Usual Residence","Livingstone (S)","Other Labourers",333
"Persons Place of Usual Residence","Livingstone (S)","Sports and Personal Service Workers",187
"Persons Place of Usual Residence","Livingstone (S)","Total",15180
"Persons Place of Usual Residence","Kowanyama (S)","Managers, nfd",0
"Persons Place of Usual Residence","Kowanyama (S)","Chief Executives, General Managers and Legislators",4
"Persons Place of Usual Residence","Kowanyama (S)","Farmers and Farm Managers",3
"Persons Place of Usual Residence","Kowanyama (S)","Specialist Managers",6
"Persons Place of Usual Residence","Kowanyama (S)","Hospitality, Retail and Service Managers",10
"Persons Place of Usual Residence","Kowanyama (S)","Professionals, nfd",0
"Persons Place of Usual Residence","Kowanyama (S)","Arts and Media Professionals",0
"Persons Place of Usual Residence","Kowanyama (S)","Business, Human Resource and Marketing Professionals",7
"Persons Place of Usual Residence","Kowanyama (S)","Design, Engineering, Science and Transport Professionals",3
"Persons Place of Usual Residence","Kowanyama (S)","Education Professionals",12
"Persons Place of Usual Residence","Kowanyama (S)","Health Professionals",4
"Persons Place of Usual Residence","Kowanyama (S)","ICT Professionals",0
"Persons Place of Usual Residence","Kowanyama (S)","Legal, Social and Welfare Professionals",0
"Persons Place of Usual Residence","Kowanyama (S)","Technicians and Trades Workers, nfd",0
"Persons Place of Usual Residence","Kowanyama (S)","Engineering, ICT and Science Technicians",0
"Persons Place of Usual Residence","Kowanyama (S)","Automotive and Engineering Trades Workers",3
"Persons Place of Usual Residence","Kowanyama (S)","Construction Trades Workers",15
"Persons Place of Usual Residence","Kowanyama (S)","Electrotechnology and Telecommunications Trades Workers",0
"Persons Place of Usual Residence","Kowanyama (S)","Food Trades Workers",5
"Persons Place of Usual Residence","Kowanyama (S)","Skilled Animal and Horticultural Workers",5
"Persons Place of Usual Residence","Kowanyama (S)","Other Technicians and Trades Workers",0
"Persons Place of Usual Residence","Kowanyama (S)","Community and Personal Service Workers, nfd",0
"Persons Place of Usual Residence","Kowanyama (S)","Health and Welfare Support Workers",3
"Persons Place of Usual Residence","Kowanyama (S)","Carers and Aides",46
"Persons Place of Usual Residence","Kowanyama (S)","Hospitality Workers",0
"Persons Place of Usual Residence","Kowanyama (S)","Protective Service Workers",7
"Persons Place of Usual Residence","Kowanyama (S)","Clerical and Administrative Workers, nfd",0
"Persons Place of Usual Residence","Kowanyama (S)","Office Managers and Program Administrators",0
"Persons Place of Usual Residence","Kowanyama (S)","Personal Assistants and Secretaries",0
"Persons Place of Usual Residence","Kowanyama (S)","General Clerical Workers",0
"Persons Place of Usual Residence","Kowanyama (S)","Inquiry Clerks and Receptionists",4
"Persons Place of Usual Residence","Kowanyama (S)","Numerical Clerks",0
"Persons Place of Usual Residence","Kowanyama (S)","Clerical and Office Support Workers",0
"Persons Place of Usual Residence","Kowanyama (S)","Other Clerical and Administrative Workers",7
"Persons Place of Usual Residence","Kowanyama (S)","Sales Workers, nfd",0
"Persons Place of Usual Residence","Kowanyama (S)","Sales Representatives and Agents",0
"Persons Place of Usual Residence","Kowanyama (S)","Sales Assistants and Salespersons",5
